,agent_firm_name,case_status,class_of_admission,country_of_citizenship,employer_city,employer_decl_info_title,employer_name,employer_num_employees,employer_state,foreign_worker_info_education,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_state,pw_level_9089,pw_soc_title,wage_offer_from_9089
4090,"Kerpel & Kerpel, P.C.",Certified,H-1B,CHINA,LAKE FOREST,"Associate General Counsel, Employment & Labor Law","W.W. GRAINGER, INC.",18000.0,ILLINOIS,Master's,UNIVERSITY OF WISCONSIN - MADISON,SUPPLY CHAIN MANAGEMENT,ILLINOIS,4,Purchasing Managers,119891.0
4091,Seyfarth Shaw LLP,Certified,H-1B,INDIA,WELLESLEY,Human Resources Generalist,HARVARD PILGRIM HEALTH CARE,1150.0,MASSACHUSETTS,Master's,CENTRAL CONNECTICUT STATE UNIVERSITY,COMPUTER SCIENCE,MASSACHUSETTS,3,Statisticians,94515.0
4092,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,CHINA,NEW YORK,"Vice President, Human Capital","D. E. SHAW & CO., L.P.",450.0,NEW YORK,Bachelor's,WASHINGTON UNIVERSITY,"FINANCE, ACCOUNTING AND ECONOMICS",NEW JERSEY,1,"Securities, Commodities, and Financial Services Sales Agents",90000.0
4093,"McElroy, Deutsch, Mulvaney & Carpenter",Certified,H-1B,AUSTRALIA,CHESTNUT HILL,Vice Provost for Faculties,BOSTON COLLEGE,3260.0,MASSACHUSETTS,Other,HARVARD LAW SCHOOL,LAW,MASSACHUSETTS,1,"Law Teachers, Postsecondary",150000.0
4094,"Law Office of Yong Il Jeong, P.C.",Certified,H-1B,SOUTH KOREA,BROOKLYN,President,PINE TREE MEAT & PRODUCE INC.,23.0,NEW YORK,Master's,ST. JOHN'S UNIVERSITY,BUSINESS ADMINISTRATION,NEW YORK,2,Management Analysts,82659.0
4095,Zulkie Partners LLC,Certified,H-1B,INDIA,DEERFIELD,"Analyst, Global Mobility",BAXTER HEALTHCARE CORPORATION,51000.0,ILLINOIS,Bachelor's,GULBARGA UNIVERSITY,INDUSTRIAL AND PRODUCTION ENGINEERING,ILLINOIS,4,Computer Systems Analysts,92311.0
4096,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,GERMANY,DALLAS,Immigration Manager,TEXAS INSTRUMENTS INCORPORATED,28400.0,TEXAS,Master's,MUNICH UNIVERISTY OF APPLIED SCIENCES,ELECTRICAL ENGINEERING,TEXAS,2,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",105000.0
4097,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,INDIA,BROOKFIELD,"Manager, HR Programs",CORILLIAN CORPORATION,21000.0,WISCONSIN,Bachelor's,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,COMPUTER SCIENCE AND ENGINEERING,GEORGIA,3,"Software Developers, Applications",86882.0
4098,SmartWorks LLC,Certified,H-1B,INDIA,EDISON,President,"SMARTWORKS, LLC",146.0,NEW JERSEY,Master's,UNIVERSITY OF BRIDGEPORT,ELECTRICAL ENGINEERING,PENNSYLVANIA,3,"Software Developers, Applications",100110.0
4099,Harrison De la Cruz Law Office,Certified,H-1B,INDIA,REDWOOD CITY,Director of Human Resources,PROGRESS FINANCIAL CORP,380.0,CALIFORNIA,Master's,CARNEGIE MELLON UNIVERSITY,INFORMATION TECHNOLOGY (SOFTWARE ENGINEERING),CALIFORNIA,2,"Software Developers, Applications",127500.0
4100,Law Offices of Janetha R. Kancharla,Denied,H-1B,INDIA,NAUGATUCK,President,MAGANTI IT RESOURCES LLC,36.0,CONNECTICUT,Master's,STRATFORD  UNIVERSITY,INFORMATION SYSTEM MANAGMENT,NEW YORK,3,"Software Developers, Applications",76107.0
4101,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,NEW YORK,Senior Analyst,"VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATES",193900.0,NEW YORK,Bachelor's,KURUKSHETRA UNIVERSITY,COMPUTER ENGINEERING,GEORGIA,4,"Software Developers, Applications",104030.0
4102,Chirayilparambu Law Group P.C.,Certified,H-1B,INDIA,HAUPPAUGE,President & CEO,"INVAGEN PHARMACEUTICALS, INC",377.0,NEW YORK,Master's,EASTERN NEW MEXICO UNIVERSITY,CHEMISTRY,NEW YORK,2,Chemists,58500.0
4103,"Wasserman, Mancini and Chang, P.C.",Certified,H-1B,CHINA,SOUTH PLAINFIELD,Human Resources,GENEWIZ INC,46.0,NEW JERSEY,Master's,OXFORD UNIVERSITY,ENGINEERING,MARYLAND,1,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",39499.0
4104,"Kidambi & Associates, P.C.",Certified,H-1B,INDIA,STAMFORD,Project Leader,ABYSS GROUP INC,16.0,CONNECTICUT,Bachelor's,RASHTRASANT TUKADOJI MAHARAJ NAGPUR UNIVERSITY,COMPUTER ENGINEERING,CONNECTICUT,4,Database Administrators,97448.0
4105,"Tadmor & Tadmor, LLP",Certified,H-1B,INDIA,TAMPA,Vice President,SYSTEM SOFT TECHNOLOGIES LLC,380.0,FLORIDA,Master's,ANDHRA UNIVERSITY,COMPUTER APPLICATIONS,FLORIDA,3,"Software Developers, Applications",83366.0
4106,"Hussain & Bendersky, LLC",Certified,H-1B,ITALY,CHICAGO,President,SANDERS NEW MEDIA,4.0,ILLINOIS,Master's,UNIVERSITY OF ILLINOIS AT CHICAGO,COMPUTER SCIENCE,ILLINOIS,2,"Software Developers, Applications",77000.0
4107,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP",Certified,H-1B,BRAZIL,PHILADELPHIA,IMMIGRATION ADMINISTRATOR -- HUMAN RESOURCES,TOWERS WATSON PENNSYLVANIA INC.,3000.0,PENNSYLVANIA,Doctorate,UNIVERSITY OF TEXAS AT AUSTIN,MATHEMATICS,PENNSYLVANIA,4,Actuaries,138195.0
4108,Tooma and Ozisik LLP,Certified,H-1B,TURKEY,UNION,VP Operations,WORLD BLITZ LLC,18.0,NEW JERSEY,Bachelor's,BOGAZICI UNIVERSITY,COMPUTER ENGINEERING,NEW JERSEY,4,Computer Systems Analysts,106038.0
4109,Dorsey & Whitney LLP,Certified,H-1B,INDIA,PISCATAWAY,Staff Executive-Human Resources,INSTITUTE OF ELECTRICAL & ELECTRONICS ENGINEERS,1100.0,NEW JERSEY,Bachelor's,UNIVERSITY OF MUMBAI,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,NEW JERSEY,4,"Information Security Analysts, Web Developers, and Computer Network Architects",119000.0
4110,"Alan C. Chen, P.C.",Certified,H-1B,INDIA,IRVING,HR Director,"INTELLISOFT TECHNOLOGIES, INC.",81.0,TEXAS,Master's,TEXAS A&M UNIVERSITY - COMMERCE,INDUSTRIAL TECHNOLOGY,ILLINOIS,2,Industrial Engineers,60195.0
4111,"Klasko, Rulon, Stock & Seltzer, LLP",Certified,H-1B,INDIA,MILWAUKEE,Human Resources Manager,"GARDNER DENVER, INC.",6400.0,WISCONSIN,Master's,LOUISIANA STATE UNIVERSITY,MECHANICAL ENGINEERING,GEORGIA,4,Mechanical Engineers,108000.0
4112,Seyfarth Shaw LLP,Certified,H-1B,INDIA,JERSEY CITY,Mobility Specialist,BNP PARIBAS RCC,925.0,NEW JERSEY,Bachelor's,THE UNIVERSITY OF NORTH BENGAL,ENGINEERING,NEW JERSEY,4,"Software Developers, Applications",133000.0
4113,Murthy Law Firm,Denied,H-1B,INDIA,ISELIN,Operations Manager,INTONE NETWORKS INC,120.0,NEW JERSEY,Master's,CLEVELAND STATE UNIVERSITY,ELECTRICAL ENGINEERING,NEW JERSEY,3,Network and Computer Systems Administrators*,84000.0
4114,Pearl Law Group,Certified,H-1B,INDIA,SAN FRANCISCO,Global Immigration Manager,SALESFORCE.COM,9061.0,CALIFORNIA,Bachelor's,INDIAN SCHOOL OF MINES,MINING MACHINERY ENGINEERING (U.S. EQUIV.  ENGINEERING),MASSACHUSETTS,4,"Software Developers, Applications",146000.0
4115,SmartWorks LLC,Certified,H-1B,INDIA,EDISON,President,"SMARTWORKS, LLC",146.0,NEW JERSEY,Master's,SOUTHERN ILLINOIS UNIVERSITY,ELECTRICAL & COMPUTER ENGINEERING,MINNESOTA,3,"Software Developers, Applications",105500.0
4116,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,SAN DIEGO,Immigration Specialist - QUALCOMM HR,QUALCOMM TECHNOLOGIES INC.,26600.0,CALIFORNIA,Master's,UNIVERSITY OF MICHIGAN,ELECTRICAL ENGINEERING-SYSTEMS,CALIFORNIA,2,"Electronics Engineers, Except Computer",84572.8
4117,"Xie Law Offices, LLC",Certified,H-1B,CHINA,NEW YORK,President,"STELLAR SERVICES, INC",86.0,NEW YORK,Master's,SOUTHERN CONNECTICUT STATE UNIVERSITY,COMPUTER SCIENCE,GEORGIA,2,"Software Developers, Applications",71448.0
4118,Proskaur Rose LLP,Certified,H-1B,ARGENTINA,BUFFALO,IMMIGRATION ANALYST,"HSBC BANK USA, N.A.",220000.0,NEW YORK,Master's,FLORIDA INTERNATIONAL UNIVERSITY,BUSINESS ADMINISTRATION,FLORIDA,4,Financial Analysts,97864.0
4119,"Fragomen, Del Rey, Bernsen, & Loewy, LLP",Certified,H-1B,MEXICO,CARY,"Global Mobility Manager, NAM",ABB INC.,8000.0,NORTH CAROLINA,Bachelor's,INSTITUTO POLITECNICO NACIONAL,ELECTRICAL ENGINEERING,MISSOURI,4,Electrical Engineers,105742.0
4120,"The Amdur Law Firm, PLLC",Certified,H-1B,INDIA,HOUSTON,"Director, HR Management",QUANTUM RESERVOIR IMPACT,60.0,TEXAS,Master's,TEXAS A&M UNIVERSITY,PETROLEUM ENGINEERING,TEXAS,1,Petroleum Engineers,124238.0
4121,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,SPAIN,HOLLYWOOD,Director Vice Principal,ABSTRACTA INC,3.0,FLORIDA,Master's,HARVARD BUSINESS SCHOOL,BUSINESS ADMINISTRATION,FLORIDA,2,Management Analysts,56701.0
4122,"Hussain & Bendersky, LLC",Certified,H-1B,INDIA,ABBOTT PARK,SENIOR PARALEGAL,ABBOTT LABORATORIES,92000.0,ILLINOIS,Master's,THE OHIO STATE UNIVERSITY,BUSINESS ADMINISTRATION WITH A CONCENTRATION IN STRATEGY AND SUPPLY CHAIN MANAGEMENT,OHIO,2,Industrial Engineers,70000.0
4123,Law Offices of Nadadur S. Kumar,Certified,H-1B,INDIA,BREA,President,MANAGING TECHNOLOGY SOLUTIONS INT'L INC.,11.0,CALIFORNIA,Bachelor's,UNIVERSITY OF DELHI,BUSINESS ADMINISTRATION,CALIFORNIA,2,Computer and Information Systems Managers,110885.0
4124,Law Offices of Jonathan Liang,Certified,H-1B,CHINA,PASADENA,CEO,"GRIFFINEST ASIA SECURITIES, LLC",6.0,CALIFORNIA,Bachelor's,NANJING UNIVERSITY OF TECHNOLOGY,ACCOUNTING,CALIFORNIA,1,Financial Analysts,59925.0
4125,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,CHICAGO,Executive Director and Assistant General Counsel,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Master's,JIWAJI UNIVERSITY,INFORMATION TECHNOLOGY,ILLINOIS,4,"Software Developers, Applications",120000.0
4126,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SAN DIEGO,Immigration Specialist - QUALCOMM HR,QUALCOMM TECHNOLOGIES INC.,26600.0,CALIFORNIA,Master's,UNIVERSITY OF TEXAS AT ARLINGTON,ELECTRICAL ENGINEERING,CALIFORNIA,4,"Software Developers, Systems Software",119870.0
4127,Ogletree Deakins,Certified,H-1B,PHILIPPINES,ENGLEWOOD,Immigration & Relocation Manager,IHS GLOBAL INC,5500.0,COLORADO,Master's,DARTMOUTH COLLEGE,HEALTH POLICY AND CLINICAL PRACTICE,DISTRICT OF COLUMBIA,1,Statisticians,67496.0
4128,"Sikal & Associates, LLC",Certified,H-1B,INDIA,SUWANEE,Vice President,SMARTSOFT INTERNATIONAL INC,180.0,GEORGIA,Master's,BHARATH UNIVERSITY,COMPUTER SCIENCE (EVALUATED),GEORGIA,4,"Software Developers, Applications",103000.0
4129,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,COLUMBUS,Global Mobility Director,CUMMINS INC.,39800.0,INDIANA,Master's,THE UNIVERSITY OF MICHIGAN,MECHANICAL ENGINEERING,INDIANA,2,Mechanical Engineers,66800.0
4130,Berry Appleman & Leiden LLP,Certified,H-1B,CHINA,SAN JOSE,Immigration Specialist,ALTERA CORPORATION,2666.0,CALIFORNIA,Master's,UNIVERSITY OF SOUTHERN CALIFORNIA,ENGINEERING (ELECTRICAL),CALIFORNIA,2,"Electronics Engineers, Except Computer",102731.0
4131,"Malitzlaw, Inc.",Certified,H-1B,INDIA,LOS ANGELES,"Sr. Manager, HR",HERBALIFE INTERNATIONAL,1660.0,CALIFORNIA,Bachelor's,UNIVERSITY OF PUNE,COMPUTER ENGINEERING,CALIFORNIA,4,Computer and Information Systems Managers,159702.0
4132,"Fragomen, Del Rey, Bernsen, & Loewy, LLP",Certified,H-1B,INDIA,SAN DIEGO,Immigration Specialist - QUALCOMM HR,QUALCOMM TECHNOLOGIES INC.,31000.0,CALIFORNIA,Master's,ILLINOIS INSTITUTE OF TECHNOLOGY,ELECTRICAL ENGINEERING,CALIFORNIA,2,"Software Developers, Systems Software",92352.0
4133,"Wasserman, Mancini & Chang, P.C.",Certified,H-1B,INDIA,VIENNA,Senior HR Manger,ACTIONET INC.,1200.0,VIRGINIA,Master's,UTAH STATE UNIVERSITY,COMPUTER SCIENCE,MARYLAND,2,"Software Developers, Applications",87422.0
4134,"Fragomen, Del Rey, Bernsen & Loewy, LLP.",Certified,H-1B,INDIA,ST. PETERSBURG,IT Manager,JABIL CIRCUIT INC,100000.0,FLORIDA,Bachelor's,UNIVERISTY OF MADRAS,COMPUTER ENGINEERING,FLORIDA,4,Computer Systems Analysts,102398.0
4135,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,DALLAS,Lead Foreign National Account Manager,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",243360.0,TEXAS,Master's,UNIVERSITY OF SOUTHERN CALIFORNIA,COMPUTER SCIENCE,CALIFORNIA,2,"Information Security Analysts, Web Developers, and Computer Network Architects",110211.0
4136,"Clement & Hurst, PLC",Certified,H-1B,INDIA,FARMINGTON HILLS,President,HCL GLOBAL SYSTEMS INC,855.0,MICHIGAN,Master's,ILLINOIS INSTITUTE OF TECHNOLOGY,INFORMATION TECHNOLOGY AND MANAGEMENT,MASSACHUSETTS,3,"Software Developers, Applications",77400.0
4137,"Smith, Gambrell & Russell, LLP",Certified,H-1B,INDIA,COLUMBIA,"Vice President, Assistant General Counsel",AGFIRST FCB,348.0,SOUTH CAROLINA,Bachelor's,BHARATHIAR UNIVERSITY,COMPUTER ENGINEERING,SOUTH CAROLINA,4,"Software Developers, Applications",91770.0
4138,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,CHINA,NEW YORK,"VP, Human Capital Management",GOLDMAN SACHS & CO.,10941.0,NEW YORK,Doctorate,RENSSELAER POLYTECHNIC INSTITUTE,ENGINEERING,NEW JERSEY,3,Financial Analysts,155300.0
4139,Sharma Yaskhi Sokolov & Susheelan LLP,Certified,H-1B,INDIA,PISCATAWAY,Managing Director,NIXSOL INC,63.0,NEW JERSEY,Bachelor's,OSMANIA UNIVERSITY,SCIENCE,CONNECTICUT,2,"Software Developers, Applications",75442.0
4140,"Nyemaster Goode, P.C.",Certified,H-1B,UKRAINE,DES MOINES,Vice President - Human Resources,EMPLOYERS MUTUAL CASUALTY COMPANY,2100.0,IOWA,Master's,DRAKE UNIVERSITY,BUSINESS ADMINISTRATION,IOWA,4,"Compensation, Benefits, and Job Analysis Specialists",67000.0
4141,Berry Appleman & Leiden LLP,Certified,H-1B,CHINA,REDWOOD SHORES,Immigration Specialist,"ORACLE AMERICA, INC.",115000.0,CALIFORNIA,Master's,MAHARISHI UNIVERSITY OF MANAGEMENT,COMPUTER SCIENCE,CALIFORNIA,4,"Software Developers, Systems Software",145000.0
4142,"Kempster, Keller & Lenz-Calvo, Ltd.",Denied,H-1B,INDIA,CHICAGO,"Director, Talent Acquisition",CCC INFORMATION SERVICES INC.,1100.0,ILLINOIS,Master's,ILLINOIS INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE,ILLINOIS,2,"Software Developers, Applications",80974.0
4143,Murthy Law Firm,Certified,H-1B,INDIA,TAMPA,Vice President,"AMZUR TECHNOLOGIES, INC.",45.0,FLORIDA,Master's,UNIVERSITY OF MADRAS,COMPUTER INFORMATION SYSTEMS,CALIFORNIA,3,"Software Developers, Applications",83720.0
4144,MURTHY LAW FIRM.,Certified,H-1B,INDIA,HOUSTON,VICE PRESIDENT,"EZ2 TECHNOLOGIES, INC.",90.0,TEXAS,Bachelor's,MAHENDRA ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,TEXAS,0,Computer and Information Systems Managers,82030.0
4145,"McGrath North Mullin & Kratz, PC LLO",Certified,H-1B,INDIA,OMAHA,Counsel,"WERNER ENTERPRISES, INC.",11800.0,NEBRASKA,Bachelor's,OSMANIA UNIVERSITY,ELECTRONIC ENGINEERING,NEBRASKA,4,"Software Developers, Applications",89939.0
4146,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CANADA,CHICAGO,"Manager, U.S. & Global Immigration","GROUPON, INC.",9625.0,ILLINOIS,Bachelor's,UNIVERSITY OF WATERLOO,MATHEMATICS/COMPUTER SCIENCE,WASHINGTON,2,"Software Developers, Applications",100000.0
4147,Dinsmore & Shohl LLP,Certified,H-1B,INDIA,HOPKINTON,Immigration & Compliance Specialist,EMC CORPORATION,24500.0,MASSACHUSETTS,Master's,JAI NARAIN VYAS UNIVERSITY,COMPUTER INFORMATION SYSTEMS,NEW JERSEY,3,Computer Systems Analysts,120500.0
4148,"Cohen & Grigsby, P.C.",Certified,H-1B,GERMANY,DUNCAN,HR Generalist,RÖCHLING AUTOMOTIVE USA LLP,3500.0,SOUTH CAROLINA,Master's,UNIVERSITY OF KAISERSLAUTERN,MECHANICAL ENGINEERING,OHIO,3,Industrial Engineers,74110.92
4149,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,NEW YORK,Human Resources Representative,BLOOMBERG L.P.,15000.0,NEW YORK,Master's,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,APPLIED MATHEMATICS AND STATISTICS,NEW YORK,2,"Software Developers, Applications",90000.0
4150,Azarmehr Law Group,Certified,H-1B,MEXICO,LONGVIEW,Human Resources Coordinator,PINE TREE INDEPENDENT SCHOOL DISTRICT,670.0,TEXAS,Bachelor's,EAST TEXAS BAPTIST UNIVERSITY,BUSINESS ADMINISTRATION,TEXAS,2,"Elementary School Teachers, Except Special Education",42080.0
4151,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,BROOMFIELD,"Manager, HR Global Mobility","MWH AMERICAS, INC.",2200.0,COLORADO,Master's,EASTERN MICHIGAN UNIVERSITY,GEOGRAPHIC INFORMATION SYSTEMS,CALIFORNIA,1,"Software Developers, Applications",63856.0
4152,Murthy Law Firm,Certified,H-1B,INDIA,CUPERTINO,Associate Vice President,EXILANT TECHNOLOGIES PRIVATE LIMITED,200.0,CALIFORNIA,Bachelor's,UNIVERSITY OF MADRAS,ELECTRICAL AND ELECTRONICS ENGINEERING,CALIFORNIA,4,"Software Developers, Applications",134534.0
4153,Jackson Lewis LLP,Certified,H-1B,CHINA,BOSTON,Sr. Vice President of HR,LOOMIS SAYLES,572.0,MASSACHUSETTS,Master's,WORCESTER POLYTECHNIC INSTITUTE,FINANCIAL MATHEMATICS,MASSACHUSETTS,2,Financial Analysts,85000.0
4154,Seyfarth Shaw LLP,Certified,H-1B,INDIA,JERSEY CITY,Mobility Specialist,BNP PARIBAS RCC,925.0,NEW JERSEY,Bachelor's,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,COMPUTER SCIENCE,NEW JERSEY,4,"Software Developers, Applications",121202.0
4155,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,COLUMBUS,Global Mobility Director,CUMMINS INC.,39800.0,INDIANA,Master's,INDIANA UNIVERSITY,INFORMATION SYSTEMS,INDIANA,2,Computer Systems Analysts,85800.0
4156,Faegre Baker Daniels LLP,Certified,H-1B,INDIA,MINNETONKA,"Director, Global Mobility","UNITED HEALTHCARE SERVICES, INC.",98082.0,MINNESOTA,Master's,BANGALORE UNIVERSITY,COMPUTER INFORMATION SYSTEMS,MINNESOTA,4,"Software Developers, Applications",106205.0
4157,"Goldstein & Lee, P.C.",Certified,H-1B,TAIWAN,BROOKLYN,Senior Analyst - Resourcing Analytics,NATIONAL GRID CORPORATE SERVICES LLC,2500.0,NEW YORK,Master's,THE GEORGE WASHINGTON UNIVERSITY,FINANCE,NEW JERSEY,2,Accountants and Auditors,75568.0
4158,Law Office of Helena Astolfi,Certified,H-1B,INDIA,ROCKVILLE,Human Resources Manager,"AETEA INFORMATION TECHNOLOGY, INC.",200.0,MARYLAND,Master's,TEMPLE UNIVERSITY,ENGINEERING,PENNSYLVANIA,4,"Software Developers, Applications",116646.0
4159,"Akula & Associates, P.C.",Certified,H-1B,INDIA,IRVING,CEO,INFOLOB SOLUTIONS INC,90.0,TEXAS,Master's,TEXAS A&M UNIVERSITY-KINGSVILLE,ENGINEERING,RHODE ISLAND,2,"Software Developers, Applications",76800.0
4160,BARST MUKAMAL & KLEINER LLP,Certified,H-1B,INDIA,CHESTERFIELD,"IMMIGRATION & RELOCATIONS MANAGER, AMERICAS",AMDOCS INC.,4000.0,MISSOURI,Master's,BIRLA INSTITUTION OF TECHNOLOGY AND SCIENCE,COMPUTER INFORMATION SYSTEMS,GEORGIA,2,"Software Developers, Applications",88000.08
4161,Elarbee Thompson,Certified,H-1B,INDIA,BRIDGEWATER,"VP, Human Resources-Global",AMNEAL PHARMACEUTICALS LLC,1000.0,NEW JERSEY,Master's,TAMIL NADU DR. M.G.R. MEDICAL UNIVERSITY,PHARMACY,NEW JERSEY,3,Chemists,74693.0
4162,Cowan Miller & Lederman,Certified,H-1B,CANADA,SEATTLE,Immigration Program Manager,FRED HUTCHINSON  CANCER RESEARCH CENTER,2700.0,WASHINGTON,Bachelor's,UNIVERSITY OF SHERBROOKE,PHARMACOLOGY,WASHINGTON,2,Natural Sciences Managers,109637.0
4163,David J Hart PA,Certified,H-1B,KOSOVO,MIAMI,IT STAFFING & OUTSOURCING MANAGER,"INDRA USA, INC",68.0,FLORIDA,Master's,ST. THOMAS UNIVERSITY,MASTER IN INTERNATIONAL BUSINESS,FLORIDA,2,Market Research Analysts and Marketing Specialists*,52187.0
4164,Pryor Cashman LLP,Certified,H-1B,SOUTH AFRICA,JERSEY CITY,"Director, Human Resources",QUIDSI SOLUTIONS LLC,31.0,NEW JERSEY,Bachelor's,UNIVERSITY OF WITWATERSRAND,BUSINESS ADMINISTRATION,NEW YORK,4,Market Research Analysts and Marketing Specialists*,89586.0
4165,Younossi Law,Certified,H-1B,AUSTRALIA,FREMONT,Senior HR Business Partner,"ELECTRONICS FOR IMAGING, INC.",2300.0,CALIFORNIA,Master's,UNIVERSITY OF WESTERN SYDNEY,INFORMATION TECHNOLOGY,CALIFORNIA,2,"Software Developers, Applications",106000.0
4166,Murthy Law Firm,Certified,H-1B,INDIA,CUPERTINO,Associate Vice President,EXILANT TECHNOLOGIES PRIVATE LIMITED,200.0,CALIFORNIA,Master's,UNIVERSITY OF DELHI,INFORMATICS TECHNOLOGY,CALIFORNIA,4,"Software Developers, Applications",134534.0
4167,"Glinsmann & Glinsmann, Chartered",Certified,H-1B,CHINA,MCLEAN,President & CEO,"ACUMEN SOLUTIONS, INC.",329.0,VIRGINIA,Bachelor's,CASE WESTERN RESERVE UNIVERSITY,COMPUTER SCIENCE,OHIO,1,"Software Developers, Applications",52790.0
4168,"Gibney, Anthony & Flaherty LLP",Certified,H-1B,INDIA,NEW YORK,Human Resources Generalist,"MOODY'S INVESTORS SERVICE, INC.",950.0,NEW YORK,Master's,"BARUCH COLLEGE, ZICKLIN SCHOOL OF BUSINESS",BUSINESS ADMINISTRATION,NEW JERSEY,3,Computer Systems Analysts,95000.0
4169,Rubman and Harris,Certified,H-1B,IRELAND,CHICAGO,HR Manager,"GENEVA TRADING USA, LLC",83.0,ILLINOIS,Master's,UNIVERSITY COLLEGE,BUSINESS ADMINISTRATION,ILLINOIS,2,Financial Analysts,70000.0
4170,Murthy Law Firm,Certified,H-1B,INDIA,WESTON,Director,SWIFT TECHNOLOGIES LLC,5.0,FLORIDA,Bachelor's,JAHAWARLAL NEHRU TECHNOLOGICAL UNIVERSITY,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,PENNSYLVANIA,4,"Software Developers, Applications",107869.0
4171,Faegre Baker Daniels LLP,Denied,H-1B,MEXICO,TEWKSBURY,Finance Manager,"TIE COMMERCE, INC.",28.0,MASSACHUSETTS,Bachelor's,UNIVERSIDAD TECNOLOGICA DE MEXICO,COMPUTER INFORMATION SYSTEMS,MASSACHUSETTS,0,"Software Developers, Applications",93000.0
4172,"Wormser, Kiely, Galef & Jacobs LLP",Certified,H-1B,INDIA,WHITE PLAINS,Human Resources Manager,"W.J. DEUTSCH & SONS, LTD",180.0,NEW YORK,Bachelor's,"TECHNO INDIA, WEST BENGAL UNIVERSITY OF TECHNOLOGY",COMPUTER ENGINEERING,CONNECTICUT,4,Computer Systems Analysts,114900.0
4173,Law Offices of Jim Kahng,Certified,H-1B,SOUTH KOREA,TORRANCE,President,Y.K. CHUNG ACUPUNCTURE CLINIC,2.0,CALIFORNIA,Master's,PACIFIC COLLEGE OF ORIENTAL MEDICINE,ORIENTAL MEDICINE,CALIFORNIA,1,"Health Diagnosing and Treating Practitioners, All Other",33800.0
4174,"Claudia Y. Tsou, PLLC",Certified,H-1B,INDIA,TROY,Staffing Manager,"ICONMA, LLC",850.0,MICHIGAN,Master's,CLEMSON UNIVERSITY,MECHANICAL ENGINEERING,VIRGINIA,3,"Software Developers, Applications",76149.0
4175,"Hallett Law Offices, Ltd.",Certified,H-1B,INDIA,BRECKSVILLE,President,RENEE SYSTEMS INC,63.0,OHIO,Bachelor's,RASHTRASANT TUKADOJI MAHARAJ NAGPUR UNIVERSITY,COMPUTER INFORMATION SYSTEMS,CALIFORNIA,3,Computer Systems Analysts,71500.0
4176,"Zulkie Partners, LLC.",Certified,H-1B,INDIA,CHICAGO,Payroll Manager,CAPGEMINI U.S. LLC,9000.0,ILLINOIS,Bachelor's,SRI KRISHNADEVARAYA UNIVERSITY,COMPUTER SCIENCE AND ENGINEERING,NEW JERSEY,1,"Software Developers, Applications",95400.0
4177,Federal Law Practice,Certified,H-1B,INDIA,CRANBURY,President,ISITE TECHNOLOGIES INC,24.0,NEW JERSEY,Master's,MANIPAL ACADEMY O FHIGHER EDUCATION,INFORMATION TECHNOLOGY,NORTH CAROLINA,2,"Software Developers, Applications",77106.0
4178,"VISANOW, P.C.",Certified,H-1B,INDONESIA,VAN NUYS,Director of Human Resources,MUNCHKIN INC,224.0,CALIFORNIA,Bachelor's,ART CENTER COLLEGE OF DESIGN,PRODUCT DESIGN,CALIFORNIA,1,Commercial and Industrial Designers,59689.0
